ID,Area,City,Restaurant,Avg Spend,Food type
517,Powai,Mumbai,"83,16,72,48,17",600,Mughlai
518,Powai,Mumbai,"35,111,89",900,Mughlai
519,Powai,Mumbai,40,300,Mughlai
520,Powai,Mumbai,"90,83",200,Mughlai
521,Powai,Mumbai,"63,41,16",700,Mughlai
522,Powai,Mumbai,51,300,Mughlai
523,Powai,Mumbai,"24,91,43,1",300,Mughlai
524,Powai,Mumbai,"15,112,63,87,77",1100,Mughlai
525,Powai,Mumbai,96,300,Mughlai
526,Powai,Mumbai,"29,10,26,91,56",900,Mughlai
527,Powai,Mumbai,"84,73",600,Mughlai
528,Powai,Mumbai,"40,12,2",200,Mughlai
529,Powai,Mumbai,"74,69,50,110",200,Mughlai
530,Powai,Mumbai,"9,29,2,16,46",100,Mughlai
531,Powai,Mumbai,63113,1000,Mughlai
532,Powai,Mumbai,"91,65,19,102",200,Mughlai
533,Powai,Mumbai,"73,113,49",400,Mughlai
534,Powai,Mumbai,"98,70,110,68,28",500,Mughlai
535,Powai,Mumbai,"83,50,23",700,Mughlai
536,Powai,Mumbai,"57,18",200,Mughlai
537,Powai,Mumbai,19,800,Mughlai
538,Powai,Mumbai,"48,74",600,Mughlai
539,Powai,Mumbai,54,800,Mughlai
540,Powai,Mumbai,"7,25",700,Mughlai
541,Powai,Mumbai,"68,12,63,107,50",500,Mughlai
542,Powai,Mumbai,"108,103,98",700,Mughlai
543,Powai,Mumbai,107109,900,Mughlai
544,Powai,Mumbai,19,1000,Mughlai
545,Powai,Mumbai,"9,44,73,82",200,Mughlai
546,Powai,Mumbai,64,1100,Mughlai
547,Powai,Mumbai,86,1000,Mughlai
548,Powai,Mumbai,"71,104,4,17",1100,Mughlai
549,Powai,Mumbai,"19,60,33",700,Mughlai
550,Powai,Mumbai,"80,15,82",1100,Mughlai
551,Powai,Mumbai,"99,75,101",600,Mughlai
552,Powai,Mumbai,"43,99",1000,Mughlai
553,Powai,Mumbai,"42,17",500,Mughlai
554,Powai,Mumbai,"111,8,79,78",100,Mughlai
555,Powai,Mumbai,"14,59,63",400,Mughlai
556,Powai,Mumbai,"100,18,83",500,Mughlai
557,Powai,Mumbai,"55,15",900,Mughlai
558,Powai,Mumbai,"3,69,39",1000,Mughlai
559,Powai,Mumbai,"79,55,101",200,Mughlai
560,Powai,Mumbai,"38,65,76,36,81",1000,Mughlai
561,Powai,Mumbai,"32,5,81,75",1000,Mughlai
562,Powai,Mumbai,"95,91,104",500,Mughlai
563,Powai,Mumbai,"84,23,44",300,Mughlai
564,Powai,Mumbai,"33,35,107,113",500,Mughlai
565,Powai,Mumbai,53,800,Mughlai
566,Powai,Mumbai,"18,21",800,Mughlai
567,Powai,Mumbai,41103,300,Mughlai
568,Powai,Mumbai,111,1100,Mughlai
569,Powai,Mumbai,"110,73,55",600,Mughlai
570,Powai,Mumbai,"73,39,1",200,Mughlai
571,Powai,Mumbai,"61,100,110,8",600,Mughlai
572,Powai,Mumbai,"14,62,10,112",600,Mughlai
573,Powai,Mumbai,2103,900,Mughlai
574,Powai,Mumbai,"34,54,22,103,79",400,Mughlai
575,Powai,Mumbai,"73,69,54",800,Mughlai
576,Powai,Mumbai,"29,28,96",700,Mughlai
577,Powai,Mumbai,85,600,Mughlai
578,Powai,Mumbai,"71,99",500,Mughlai
579,Powai,Mumbai,"29,5,62,21,32",500,Mughlai
580,Powai,Mumbai,84,600,Mughlai
581,Powai,Mumbai,"106,32,6,7",900,Mughlai
582,Powai,Mumbai,"84,44",500,Mughlai
583,Powai,Mumbai,"32,1,10,111,65",700,Mughlai
584,Powai,Mumbai,"22,78,67,107",1000,Mughlai
585,Powai,Mumbai,"109,74",400,Mughlai
586,Powai,Mumbai,"109,18,34,13,95",400,Mughlai
587,Powai,Mumbai,"105,46,87",300,Mughlai
588,Powai,Mumbai,17,200,Mughlai
589,Powai,Mumbai,"73,85",300,Mughlai
590,Powai,Mumbai,"102,51,37",700,Mughlai
591,Powai,Mumbai,107,200,Mughlai
592,Powai,Mumbai,"100,84,93",600,Mughlai
593,Powai,Mumbai,4,500,Mughlai
594,Powai,Mumbai,"45,24",900,Mughlai
595,Powai,Mumbai,33,800,Mughlai
596,Powai,Mumbai,"80,54,44,105",800,Mughlai
597,Powai,Mumbai,17,900,Mughlai
598,Powai,Mumbai,"3,80,75,44,9",200,Mughlai
599,Powai,Mumbai,"9,91,52",100,Mughlai
600,Powai,Mumbai,"107,11,88,106",600,Mughlai
601,Powai,Mumbai,"21,92,109,29,112",1000,Mughlai
602,Powai,Mumbai,"103,43,97",200,Mughlai
603,Powai,Mumbai,"108,62",1100,Mughlai
604,Powai,Mumbai,"46,24,27,93",700,Mughlai
605,Powai,Mumbai,70,800,Mughlai
606,Powai,Mumbai,"32,53,55,82,27",500,Mughlai
607,Powai,Mumbai,33100,1000,Mughlai
608,Powai,Mumbai,"113,2",100,Mughlai
609,Powai,Mumbai,"76,34,96",700,Mughlai
610,Powai,Mumbai,"61,54,99,110,73",400,Mughlai
611,Powai,Mumbai,"76,24,110,44,13",800,Mughlai
612,Powai,Mumbai,28,1000,Mughlai
613,Powai,Mumbai,"56,48,22,81,39",1000,Mughlai
614,Powai,Mumbai,"34,102,61",600,Mughlai
615,Powai,Mumbai,25,700,Mughlai
616,Powai,Mumbai,110,400,Mughlai
617,Powai,Mumbai,40101,400,Mughlai
618,Powai,Mumbai,"73,53,98",600,Mughlai
619,Powai,Mumbai,"35,94,84",1100,Mughlai
620,Powai,Mumbai,"97,1",600,Mughlai
621,Powai,Mumbai,70,300,Mughlai
622,Powai,Mumbai,10,1000,Mughlai
623,Powai,Mumbai,"8,90,12",400,Mughlai
624,Powai,Mumbai,"101,43",700,Mughlai
625,Powai,Mumbai,"35,8,57,69,71",1100,Mughlai
626,Powai,Mumbai,"38,31",500,Mughlai
627,Powai,Mumbai,"11,71,75,56",800,Mughlai
628,Powai,Mumbai,"97,96,46,41",500,Mughlai
629,Powai,Mumbai,49,900,Mughlai
630,Powai,Mumbai,"18,81",300,Mughlai
631,Powai,Mumbai,"104,57,66,10",100,Mughlai
632,Powai,Mumbai,66,200,Mughlai
633,Powai,Mumbai,"64,86",600,Mughlai
634,Powai,Mumbai,73,900,Mughlai
635,Powai,Mumbai,"92,52,72,54,82",200,Mughlai
636,Powai,Mumbai,"67,60,76",400,Mughlai
637,Powai,Mumbai,"28,88",600,Mughlai
638,Powai,Mumbai,"76,28",1100,Mughlai
639,Powai,Mumbai,"62,2,48,47,36",700,Mughlai
640,Powai,Mumbai,"101,98,29,109,96",1100,Mughlai
641,Powai,Mumbai,108104101,1000,Mughlai
642,Powai,Mumbai,"61,6,45,52",800,Mughlai
643,Powai,Mumbai,110,1100,Mughlai
644,Powai,Mumbai,"72,53,102,74",500,Mughlai
645,Powai,Mumbai,"97,58,3,1,96",1000,Mughlai
646,Powai,Mumbai,"64,59,30,72",600,Mughlai
647,Powai,Mumbai,"30,54,80",900,Mughlai
648,Powai,Mumbai,36,900,Mughlai
649,Powai,Mumbai,"79,99,24,72",300,Mughlai
650,Powai,Mumbai,"0,44,93,23",800,Mughlai
651,Powai,Mumbai,60,1000,Mughlai
652,Powai,Mumbai,"86,100,63",400,Mughlai
653,Powai,Mumbai,"112,22,69,3",400,Mughlai
654,Powai,Mumbai,"67,20",600,Mughlai
655,Powai,Mumbai,43,1000,Mughlai
656,Powai,Mumbai,"96,67",1100,Mughlai
657,Powai,Mumbai,"105,53,83,89,17",700,Mughlai
658,Powai,Mumbai,"40,112,14,101,49",600,Mughlai
659,Powai,Mumbai,"17,58",500,Mughlai
660,Powai,Mumbai,52100,1100,Mughlai
661,Powai,Mumbai,"99,70,88,65",1100,Mughlai
662,Powai,Mumbai,0,500,Mughlai
663,Powai,Mumbai,"7,93,81,74,61",100,Mughlai
664,Powai,Mumbai,55,200,Mughlai
665,Powai,Mumbai,"66,25,64,100,108",300,Mughlai
666,Powai,Mumbai,"24,44,66",1000,Mughlai
667,Powai,Mumbai,"70,58,2,75",400,Mughlai
668,Powai,Mumbai,39,600,Mughlai
669,Powai,Mumbai,"12,34",1000,Mughlai
670,Powai,Mumbai,"100,5,22,73,63",1100,Mughlai
671,Powai,Mumbai,"60,66,52,36",800,Mughlai
672,Powai,Mumbai,38,1000,Mughlai
673,Powai,Mumbai,"19,65",200,Mughlai
674,Powai,Mumbai,"13,61,44,112,39",700,Mughlai
675,Powai,Mumbai,"43,106,52",700,Mughlai
676,Powai,Mumbai,59,600,Mughlai
677,Powai,Mumbai,"15,91,90,66,74",200,Mughlai
678,Powai,Mumbai,"100,6,67,25",200,Mughlai
679,Powai,Mumbai,"40,8",800,Mughlai
680,Powai,Mumbai,"2,31",100,Mughlai
681,Powai,Mumbai,"10,3,44,59,80",300,Mughlai
682,Powai,Mumbai,"86,25,41,20,44",1000,Mughlai
683,Powai,Mumbai,"104,47,32",1100,Mughlai
684,Powai,Mumbai,"101,104,18",900,Mughlai
685,Powai,Mumbai,"109,11,3,82,6",400,Mughlai
686,Powai,Mumbai,"92,20,12",300,Mughlai
687,Powai,Mumbai,"15,26",1100,Mughlai
688,Powai,Mumbai,37,200,Mughlai
689,Powai,Mumbai,"73,28",1100,Mughlai
690,Powai,Mumbai,"22,29,90,56",900,Mughlai
691,Powai,Mumbai,"106,113,47,111",200,Mughlai
692,Powai,Mumbai,"108,55,88",1100,Mughlai
693,Powai,Mumbai,"16,1,99,95",600,Mughlai
694,Powai,Mumbai,95,200,Mughlai
695,Powai,Mumbai,"6,106,26",200,Mughlai
696,Powai,Mumbai,"46,13",600,Mughlai
697,Powai,Mumbai,"75,54,82,99,83",400,Mughlai
698,Powai,Mumbai,"59,108,98",1100,Mughlai
699,Powai,Mumbai,"111,17,60",500,Mughlai
700,Powai,Mumbai,"113,29",800,Mughlai
701,Powai,Mumbai,"94,0",900,Mughlai
702,Powai,Mumbai,"112,90,4,69,40",300,Mughlai
703,Powai,Mumbai,"83,99,97,57",1100,Mughlai
704,Powai,Mumbai,"89,44",1100,Mughlai
705,Powai,Mumbai,16,200,Mughlai
706,Powai,Mumbai,25,200,Mughlai
707,Powai,Mumbai,"82,91,21,36",1000,Mughlai
708,Powai,Mumbai,67,500,Mughlai
709,Powai,Mumbai,"100,1",900,Mughlai
710,Powai,Mumbai,"112,38,66,100",900,Mughlai
711,Powai,Mumbai,"87,32,71,33",1000,Mughlai
712,Powai,Mumbai,"93,101,98",100,Mughlai
713,Powai,Mumbai,64,1100,Mughlai
714,Powai,Mumbai,83101103,300,Mughlai
715,Powai,Mumbai,"73,24",1100,Mughlai
716,Powai,Mumbai,87,200,Mughlai
717,Powai,Mumbai,19,100,Mughlai
718,Powai,Mumbai,"31,68,35,50",300,Mughlai
719,Powai,Mumbai,"34,57,24,107,2",1100,Mughlai
720,Powai,Mumbai,"78,82,88",200,Mughlai
721,Powai,Mumbai,"40,63",600,Mughlai
722,Powai,Mumbai,80,1100,Mughlai
723,Powai,Mumbai,"59,80,106,67",600,Mughlai
724,Powai,Mumbai,"10,7",300,Mughlai
725,Powai,Mumbai,"26,24,98,76,88",200,Mughlai
726,Powai,Mumbai,"102,17",900,Mughlai
727,Powai,Mumbai,"63,88,66",300,Mughlai
728,Powai,Mumbai,6,1100,Mughlai
729,Powai,Mumbai,"36,91",1100,Mughlai
730,Powai,Mumbai,"51,49,82,22",200,Mughlai
731,Powai,Mumbai,38,400,Mughlai
732,Powai,Mumbai,"74,19,29,5",500,Mughlai
733,Powai,Mumbai,"75,21,102",1000,Mughlai
734,Powai,Mumbai,91,900,Mughlai
735,Powai,Mumbai,91,300,Mughlai
736,Powai,Mumbai,"103,5",1000,Mughlai
737,Powai,Mumbai,"113,4,88",1000,Mughlai
738,Powai,Mumbai,"63,33,12,65,13",400,Mughlai
739,Powai,Mumbai,61,500,Mughlai
740,Powai,Mumbai,"73,113,0",700,Mughlai
741,Powai,Mumbai,57,300,Mughlai
742,Powai,Mumbai,"78,54",600,Mughlai
743,Powai,Mumbai,19,400,Mughlai
744,Powai,Mumbai,"41,112,4,13,32",1000,Mughlai
745,Powai,Mumbai,"25,104,19,10",800,Mughlai
746,Powai,Mumbai,57,800,Mughlai
747,Powai,Mumbai,"71,103,104,57,68",1000,Mughlai
748,Powai,Mumbai,18,600,Mughlai
749,Powai,Mumbai,"8,109,2,9,111",500,Mughlai
750,Powai,Mumbai,"80,54,67,112",700,Mughlai
751,Powai,Mumbai,73,900,Mughlai
752,Powai,Mumbai,"26,106,55,95",1100,Mughlai
753,Powai,Mumbai,"88,10,83,37,24",100,Mughlai
754,Powai,Mumbai,"55,14,108,56,99",1100,Mughlai
755,Powai,Mumbai,46,300,Mughlai
756,Powai,Mumbai,"27,100,0,107",200,Mughlai
757,Powai,Mumbai,"81,35,62",700,Mughlai
758,Powai,Mumbai,"24,59,67,74",800,Mughlai
759,Powai,Mumbai,13,900,Mughlai
760,Powai,Mumbai,"28,70,22",700,Mughlai
761,Powai,Mumbai,"52,53,108",800,Mughlai
762,Powai,Mumbai,"24,87,34,89",300,Mughlai
763,Powai,Mumbai,"53,21",500,Mughlai
764,Powai,Mumbai,"32,3,73,43,54",300,Mughlai
765,Powai,Mumbai,90106,100,Mughlai
766,Powai,Mumbai,"109,79,43,68",600,Mughlai
767,Powai,Mumbai,90,200,Mughlai
768,Powai,Mumbai,"54,110,62,58",1100,Mughlai
769,Powai,Mumbai,"28,36,82,113,20",200,Mughlai
770,Powai,Mumbai,"90,83",400,Mughlai
771,Powai,Mumbai,"28,53,44,32,50",100,Mughlai
772,Powai,Mumbai,"105,35",900,Mughlai
773,Powai,Mumbai,54,800,Mughlai
774,Powai,Mumbai,"77,99",800,Mughlai
775,Powai,Mumbai,70,400,Mughlai
776,Powai,Mumbai,"24,86",100,Mughlai
777,Powai,Mumbai,"84,98,59,62",700,Mughlai
778,Powai,Mumbai,"59,51",200,Mughlai
779,Powai,Mumbai,"79,19",800,Mughlai
780,Powai,Mumbai,"88,96,45,97",300,Mughlai
781,Powai,Mumbai,"68,82,30",600,Mughlai
782,Powai,Mumbai,"64,72,10,103,111",400,Mughlai
783,Powai,Mumbai,"11,79,33,43",700,Mughlai
784,Powai,Mumbai,"60,77,69,45",500,Mughlai
785,Powai,Mumbai,91,800,Mughlai
786,Powai,Mumbai,8,900,Mughlai
787,Powai,Mumbai,"59,17,34,41,39",1100,Mughlai
788,Powai,Mumbai,"42,56,76,1,21",1000,Mughlai
789,Powai,Mumbai,"65,49,41,10",800,Mughlai
790,Powai,Mumbai,"10,87,110",1000,Mughlai
791,Powai,Mumbai,"94,23,56,22",500,Mughlai
792,Powai,Mumbai,"47,71",400,Mughlai
793,Powai,Mumbai,"77,100,48,19,10",500,Mughlai
794,Powai,Mumbai,"55,113,99,57,51",900,Mughlai
795,Powai,Mumbai,"77,57,47,13,110",800,Mughlai
796,Powai,Mumbai,"50,0,106",500,Mughlai
797,Powai,Mumbai,"14,97,101,56",100,Mughlai
798,Powai,Mumbai,"54,57,30",200,Mughlai
799,Powai,Mumbai,95,900,Mughlai
800,Powai,Mumbai,109,800,Mughlai
801,Powai,Mumbai,"78,85,81,97",300,Mughlai
802,Powai,Mumbai,100,300,Mughlai
803,Powai,Mumbai,109,400,Mughlai
804,Powai,Mumbai,112,300,Mughlai
805,Powai,Mumbai,"1,48,78,38",1000,Mughlai
806,Powai,Mumbai,"5,111,90",100,Mughlai
807,Powai,Mumbai,"29,39,37,75",600,Mughlai
808,Powai,Mumbai,15,200,Mughlai
809,Powai,Mumbai,1,1100,Mughlai
810,Powai,Mumbai,"6,29,61",600,Mughlai
811,Powai,Mumbai,"52,91,107,71",1000,Mughlai
812,Powai,Mumbai,"27,57,96",200,Mughlai
813,Powai,Mumbai,"45,62",100,Mughlai
814,Powai,Mumbai,"8,72,43,55,49",800,Mughlai
815,Powai,Mumbai,"92,98,10,104",500,Mughlai
816,Powai,Mumbai,"95,88,98,13,102",1100,Mughlai
817,Powai,Mumbai,72,100,Mughlai
818,Powai,Mumbai,"111,37,108,78,73",300,Mughlai
819,Powai,Mumbai,"112,34,25,87,91",800,Mughlai
820,Powai,Mumbai,"92,77",500,Mughlai
821,Powai,Mumbai,"10,7",400,Mughlai
822,Powai,Mumbai,"60,65,64,28",900,Mughlai
823,Powai,Mumbai,"21,23,29",300,Mughlai
824,Powai,Mumbai,31,800,Mughlai
825,Powai,Mumbai,30,900,Mughlai
826,Powai,Mumbai,27,400,Mughlai
827,Powai,Mumbai,"79,55,46,74,53",1100,Mughlai
828,Powai,Mumbai,1,900,Mughlai
829,Powai,Mumbai,"69,56,84,35,100",900,Mughlai
830,Powai,Mumbai,"63,28,49,48,45",400,Mughlai
831,Powai,Mumbai,"44,60,78,36",900,Mughlai
832,Powai,Mumbai,"66,5,85,61",300,Mughlai
833,Powai,Mumbai,"9,109,102,69",1000,Mughlai
834,Powai,Mumbai,"101,61",1100,Mughlai
835,Powai,Mumbai,"109,72,16",700,Mughlai
836,Powai,Mumbai,"95,55,66,11",100,Mughlai
837,Powai,Mumbai,59,500,Mughlai
838,Powai,Mumbai,54,1100,Mughlai
839,Powai,Mumbai,"26,84,73,69",100,Mughlai
840,Powai,Mumbai,"95,33",400,Mughlai
841,Powai,Mumbai,"67,8,9,75",1100,Mughlai
842,Powai,Mumbai,"14,103,77",100,Mughlai
843,Powai,Mumbai,93,200,Mughlai
844,Powai,Mumbai,"14,12",200,Mughlai
845,Powai,Mumbai,"47,103,86,13",400,Mughlai
846,Powai,Mumbai,"17,36",500,Mughlai
847,Powai,Mumbai,74,200,Mughlai
848,Powai,Mumbai,"67,87,21",1100,Mughlai
849,Powai,Mumbai,"69,41,95",600,Mughlai
850,Powai,Mumbai,"31,25,24,21,99",900,Mughlai
851,Powai,Mumbai,"79,17",800,Mughlai
852,Powai,Mumbai,"36,49",900,Mughlai
853,Powai,Mumbai,"43,98,1",100,Mughlai
854,Powai,Mumbai,"50,78",900,Mughlai
855,Powai,Mumbai,"12,89,100,36",800,Mughlai
856,Powai,Mumbai,"4,38,24",1000,Mughlai
857,Powai,Mumbai,"6,57,96",200,Mughlai
858,Powai,Mumbai,"101,98,35,106",500,Mughlai
859,Powai,Mumbai,"22,69",1100,Mughlai
860,Powai,Mumbai,"100,72,31,46",100,Mughlai
861,Powai,Mumbai,"16,52,91",600,Mughlai
862,Powai,Mumbai,15102,1000,Mughlai
863,Powai,Mumbai,"29,20",800,Mughlai
864,Powai,Mumbai,35100103,1100,Mughlai
865,Powai,Mumbai,"47,9,57",700,Mughlai
866,Powai,Mumbai,"30,68,53,106",500,Mughlai
867,Powai,Mumbai,"34,27,108,73",1100,Mughlai
868,Powai,Mumbai,"33,17,88,95",600,Mughlai
869,Powai,Mumbai,"94,93,0,55,50",300,Mughlai
870,Powai,Mumbai,"78,88",700,Mughlai
871,Powai,Mumbai,"96,107,68,34,76",400,Mughlai
872,Powai,Mumbai,87,600,Mughlai
873,Powai,Mumbai,"42,99,92,84",900,Mughlai
874,Powai,Mumbai,67,100,Mughlai
875,Powai,Mumbai,"19,107,25,89,40",1100,Mughlai
876,Powai,Mumbai,"68,80,44,33",700,Mughlai
877,Powai,Mumbai,73,500,Mughlai
878,Powai,Mumbai,"53,73,62",800,Mughlai
879,Powai,Mumbai,"30,26",1100,Mughlai
880,Powai,Mumbai,"7,83",300,Mughlai
881,Powai,Mumbai,100111103,300,Mughlai
882,Powai,Mumbai,"72,31",800,Mughlai
883,Powai,Mumbai,"51,109,5",800,Mughlai
884,Powai,Mumbai,98,400,Mughlai
885,Powai,Mumbai,"0,35,3,26",900,Mughlai
886,Powai,Mumbai,46,700,Mughlai
887,Powai,Mumbai,"2,63",300,Mughlai
888,Powai,Mumbai,104,200,Mughlai
889,Powai,Mumbai,"67,10,15,38",1100,Mughlai
890,Powai,Mumbai,107,100,Mughlai
891,Powai,Mumbai,"28,96,77,35,8",200,Mughlai
892,Powai,Mumbai,80,900,Mughlai
893,Powai,Mumbai,"81,3,99,70",900,Mughlai
894,Powai,Mumbai,"16,102,17,60,39",900,Mughlai
895,Powai,Mumbai,62100,300,Mughlai
896,Powai,Mumbai,99,400,Mughlai
897,Powai,Mumbai,36,1100,Mughlai
898,Powai,Mumbai,"60,79,85,2,18",200,Mughlai
899,Powai,Mumbai,"102,56",400,Mughlai
900,Powai,Mumbai,88,600,Mughlai
901,Powai,Mumbai,"30,75,20",600,Mughlai
902,Powai,Mumbai,"4,109,26,50",1100,Mughlai
903,Powai,Mumbai,"2,23,62",800,Mughlai
904,Powai,Mumbai,87,800,Mughlai
905,Powai,Mumbai,"112,46,99,71",1100,Mughlai
906,Powai,Mumbai,5,400,Mughlai
907,Powai,Mumbai,"32,39",800,Mughlai
908,Powai,Mumbai,"67,108,11,37",900,Mughlai
909,Powai,Mumbai,"113,51",900,Mughlai
910,Powai,Mumbai,"59,79,110,102",200,Mughlai
911,Powai,Mumbai,"38,36",300,Mughlai
912,Powai,Mumbai,5,700,Mughlai
913,Powai,Mumbai,69,100,Mughlai
914,Powai,Mumbai,"21,44,100,40,88",100,Mughlai
915,Powai,Mumbai,"60,113,52",400,Mughlai
916,Powai,Mumbai,30111,1000,Mughlai
917,Powai,Mumbai,7,1100,Mughlai
918,Powai,Mumbai,"99,18,62,88",700,Mughlai
919,Powai,Mumbai,"46,109,63,102,77",500,Mughlai
920,Powai,Mumbai,66106,900,Mughlai
921,Powai,Mumbai,"105,49,112",300,Mughlai
922,Powai,Mumbai,"45,14,19,30",200,Mughlai
923,Powai,Mumbai,33,200,Mughlai
924,Powai,Mumbai,92,900,Mughlai
925,Powai,Mumbai,"53,78,77,40",1000,Mughlai
926,Powai,Mumbai,30,1000,Mughlai
927,Powai,Mumbai,71,400,Mughlai
928,Powai,Mumbai,"43,5,86,72",600,Mughlai
929,Powai,Mumbai,24,400,Mughlai
930,Powai,Mumbai,"65,18,91",1100,Mughlai
931,Powai,Mumbai,"112,3,22",700,Mughlai
932,Powai,Mumbai,"12,46",200,Mughlai
933,Powai,Mumbai,"103,50,93",100,Mughlai
934,Powai,Mumbai,"42,89",200,Mughlai
935,Powai,Mumbai,"111,101,54",100,Mughlai
936,Powai,Mumbai,"18,3,25,15,10",900,Mughlai
937,Powai,Mumbai,88,700,Mughlai
938,Powai,Mumbai,"112,38",400,Mughlai
939,Powai,Mumbai,"93,40,3,106",800,Mughlai
940,Powai,Mumbai,"39,22,85,79",1000,Mughlai
941,Powai,Mumbai,"84,73",100,Mughlai
942,Powai,Mumbai,"89,45,51,25",900,Mughlai
943,Powai,Mumbai,"98,51",500,Mughlai
944,Powai,Mumbai,"87,7,48,14",700,Mughlai
945,Powai,Mumbai,91,800,Mughlai
946,Powai,Mumbai,"50,60,107,14",1100,Mughlai
947,Powai,Mumbai,"6,15,72,24",600,Mughlai
948,Powai,Mumbai,"63,76,14,77",600,Mughlai
949,Powai,Mumbai,"58,12,71",1000,Mughlai
950,Powai,Mumbai,78,200,Mughlai
951,Powai,Mumbai,"113,20",600,Mughlai
952,Powai,Mumbai,"23,1,11,94,91",900,Mughlai
953,Powai,Mumbai,27,800,Mughlai
954,Powai,Mumbai,"34,31",700,Mughlai
955,Powai,Mumbai,"109,75",1100,Mughlai
956,Powai,Mumbai,"70,31,67",200,Mughlai
957,Powai,Mumbai,"31,78,25",400,Mughlai
958,Powai,Mumbai,"48,22",100,Mughlai
959,Powai,Mumbai,"69,77,40,20,61",800,Mughlai
960,Powai,Mumbai,"50,74,67",400,Mughlai
961,Powai,Mumbai,"72,83,4",400,Mughlai
962,Powai,Mumbai,"64,73",400,Mughlai
963,Powai,Mumbai,"51,37,97,19,66",1000,Mughlai
964,Powai,Mumbai,33,1100,Mughlai
965,Powai,Mumbai,"18,76",1000,Mughlai
966,Powai,Mumbai,"73,55",100,Mughlai
967,Powai,Mumbai,"71,0,53",700,Mughlai
968,Powai,Mumbai,"111,58",1000,Mughlai
969,Powai,Mumbai,"37,106,104,17,54",900,Mughlai
970,Powai,Mumbai,"101,51,95,105",800,Mughlai
971,Powai,Mumbai,"7,60,109,83,64",800,Mughlai
972,Powai,Mumbai,91,400,Mughlai
973,Powai,Mumbai,1104,300,Mughlai
974,Powai,Mumbai,80,200,Mughlai
975,Powai,Mumbai,"10,42,105,30,47",300,Mughlai
976,Powai,Mumbai,"89,46",600,Mughlai
977,Powai,Mumbai,32,800,Mughlai
978,Powai,Mumbai,16,800,Mughlai
979,Powai,Mumbai,17,800,Mughlai
980,Powai,Mumbai,"56,3,21",200,Mughlai
981,Powai,Mumbai,"112,76,75,71",300,Mughlai
982,Powai,Mumbai,"53,44,62",1100,Mughlai
983,Powai,Mumbai,18,300,Mughlai
984,Powai,Mumbai,"40,29,112,2",200,Mughlai
985,Powai,Mumbai,93,800,Mughlai
986,Powai,Mumbai,54,300,Mughlai
987,Powai,Mumbai,"111,25,110,12",700,Mughlai
988,Powai,Mumbai,"54,85,109,107",100,Mughlai
989,Powai,Mumbai,"71,112,30,94,90",400,Mughlai
990,Powai,Mumbai,37,100,Mughlai
991,Powai,Mumbai,62,300,Mughlai
992,Powai,Mumbai,8113,700,Mughlai
993,Powai,Mumbai,0,100,Mughlai
994,Powai,Mumbai,"30,81,86",1100,Mughlai
995,Powai,Mumbai,"112,111,48",800,Mughlai
996,Powai,Mumbai,"91,28",400,Mughlai
997,Powai,Mumbai,"74,51,60,78,110",700,Mughlai
998,Powai,Mumbai,"41,32,68,24,14",300,Mughlai
999,Powai,Mumbai,69,800,Mughlai
1000,Powai,Mumbai,"36,100,78",700,Mughlai
1001,Powai,Mumbai,24,100,Mughlai
1002,Powai,Mumbai,"3,72,109,110",100,Mughlai
1003,Powai,Mumbai,"92,90,12,105,62",600,Mughlai
1004,Powai,Mumbai,17,300,Mughlai
1005,Powai,Mumbai,9,1100,Mughlai
1006,Powai,Mumbai,"10,56,25,33",400,Mughlai
1007,Powai,Mumbai,"66,99,27,0",500,Mughlai
1008,Powai,Mumbai,"37,7,42",1000,Mughlai
1009,Powai,Mumbai,"110,38",1000,Mughlai
1010,Powai,Mumbai,"10,17",800,Mughlai
1011,Powai,Mumbai,0,800,Mughlai
1012,Powai,Mumbai,"31,111,2,19",900,Mughlai
1013,Powai,Mumbai,81105,300,Mughlai
1014,Powai,Mumbai,"89,10",300,Mughlai
1015,Powai,Mumbai,"43,63,80",1100,Mughlai
1016,Powai,Mumbai,"100,77,12",300,Mughlai
1017,Powai,Mumbai,"48,83",600,Mughlai
1018,Powai,Mumbai,"35,67,97",700,Mughlai
1019,Powai,Mumbai,80,100,Mughlai
1020,Powai,Mumbai,2,700,Mughlai
1021,Powai,Mumbai,"99,34,62",1000,Mughlai
1022,Powai,Mumbai,10,500,Mughlai
1023,Powai,Mumbai,96,900,Mughlai
1024,Powai,Mumbai,43,400,Mughlai
1025,Powai,Mumbai,"7,52,33",900,Mughlai
1026,Powai,Mumbai,"63,31,42,18",400,Mughlai
1027,Powai,Mumbai,"101,82,111,80,78",200,Mughlai
1028,Powai,Mumbai,"29,24",200,Mughlai
1029,Powai,Mumbai,13101,300,Mughlai
1030,Powai,Mumbai,"31,2,32",300,Mughlai
1031,Powai,Mumbai,"45,111,91,87,70",300,Mughlai
1032,Powai,Mumbai,"8,23",1100,Mughlai
1033,Powai,Mumbai,55,500,Mughlai
1034,Powai,Mumbai,"54,64,88,101",300,Mughlai
1035,Powai,Mumbai,"35,90,78,79",1000,Mughlai
1036,Powai,Mumbai,"36,74,70,50",100,Mughlai
1037,Powai,Mumbai,85,800,Mughlai
1038,Powai,Mumbai,"5,27,43,0",700,Mughlai
1039,Powai,Mumbai,"9,7",1100,Mughlai
1040,Powai,Mumbai,48,100,Mughlai
1041,Powai,Mumbai,"107,21,41,67,48",200,Mughlai
